Core,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Ocean,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacculifer w/o sac,Globigerinoides sacculifer with sac,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera (=aequilateralis),Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,P/D integrade + N. pachyderma R,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides L,Globorotalia truncatulinoides R,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii flexuosa,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics
GIK16417-1,10.07,-19.733,North Atlantic,0.6,0.3,0,5.5,5.5,0,21.9,0,,0.9,,1.8,0,2.8,0,0.3,0,0,0,0,2.1,30.5,2.1,,0,2.2,2.8,0,0,0,3,,0,0,,20,4.8,,24.8,0,0.3,,,0,0,0,,318
GIK16413-1,10.02,-19.3,North Atlantic,0.3,1,0,6.3,6.3,0,12.5,0,,0.3,,1,0,1.4,0,0,0,0,0,0,2.1,35.5,2.1,,0,1,3.8,0,0.3,0.3,3.5,,0,0.7,,21.6,8.4,,30,0,0,,,0,0,0.3,,261
GeoB1047-3,9.97,-22.358,North Atlantic,2.5,0.3,1.6,28.8,30.4,0,16.1,9.8,,0.1,,5,0,3.6,0,1.1,0,0,0,0,2.7,9.8,2.7,,0,1.2,1.3,0.1,0,0.1,0.9,,0,0.6,,5.9,2.5,,8.4,0.1,6.3,,,0,0,0,,836
GIK16420-1,9.93,-17.533,North Atlantic,0.2,0,0.1,37.8,37.9,0.7,16,0,,0,,1.8,0,12.2,0,0,0,0,0.7,0,5.9,11.4,5.9,,0,0,4,0,0.4,0.4,0.5,,0,1.3,,2.8,0.2,,3,0,4,,,0,0,0,,275
GIK16421-1,9.92,-17.867,North Atlantic,2.6,0,0,28.1,28.1,0,22.9,0.1,,0.3,,2.8,0.7,4,0,0,0,0,0,0,3.8,9.8,3.8,,0,0.2,1.3,0,0.3,0.3,2.8,,0,1.3,,13.2,2.3,,15.5,0,2.6,,,0,0,0.7,,380
GIK16419-1,9.90,-16.733,North Atlantic,0.7,0,0.1,39.9,40,0.8,16.9,0,,0,,3.7,0.2,11.8,0,0.4,0,0,0,0,2.8,9.6,2.8,,0,0.3,1.4,0,0.2,0.2,2.4,,0,0.2,,4.7,0.2,,4.9,0,3.6,,,0,0,0,,575
GIK16416-1,9.87,-19.4,North Atlantic,1.1,1.1,0,6.4,6.4,0,19.2,0.1,,0.4,,1.5,0,1.1,0,0.4,0,0,0,0,4.6,31.8,4.6,,0,2,1.3,0,0.2,0.2,2.4,,0,0,,21.1,4.6,,25.7,0,0.2,,,0,0,0.4,,324
GIK16412-1,9.57,-19.85,North Atlantic,1.8,0.4,0,9,9,0,26.4,0.1,,0.4,,3,1.3,3.4,0,2.3,0,0,0,0,6.3,21.3,6.3,,0,1.3,2.7,0,0.4,0.4,2.2,,0,0.4,,13.7,3.8,,17.8,0,0,,,0,0,0,,472
GIK16415-1,9.57,-19.1,North Atlantic,2.1,0.2,0,22.3,22.3,0.1,25.1,0.1,,0,,3.3,0.4,6.2,0,0.6,0,0,0.1,0,2.6,16.9,2.6,,0,1.9,0.8,0,1,1,0.7,,0,0.4,,9.2,2.4,,11.6,0,3,,,0,0,0.6,,470
GIK16411-1,9.52,-19.9,North Atlantic,1.5,0.6,0,11.9,11.9,0,17.3,0,,0.2,,4.1,0,7.2,0,0.4,0,0,0,0,9.3,25.4,9.3,,0,3,1.5,0,0.9,0.9,1.9,,0,0.7,,9.3,4.1,,13.4,0,0.4,,,0,0,0.4,,357
GIK16756-1,9.08,-17,North Atlantic,1.7,0,6.8,31.2,38,1.1,12.9,5.8,,0,,5.3,0,2.3,0,0,0.3,0,0,0,4.9,14.1,4.9,,0,0.2,2.2,0.3,0.2,0.5,2.4,,0,0.3,,4.9,0.7,,5.6,0,2.4,,,0,0,0.2,,694
GIK16407-1,9.04,-21.96,North Atlantic,1.7,0,0.5,12.2,12.7,0,25.1,8,,0.8,,2,0.8,1.7,0,0.8,0,0,0,0.3,3,20.4,3,,0,3,0.6,0,0,0,1.4,,0,0.6,,12.7,3.9,,16.6,0,0.6,,,0,0,0,,363
GIK16408-2,9.01,-21.457,North Atlantic,1.7,0.2,2.3,26.2,28.5,0.2,25.2,8.9,,0,,4,0.2,5.8,0,0.5,0,0,0,0,2.5,9.9,2.5,,0,1.5,1.6,0,0,0,0.9,,0,0.5,,4.5,0.3,,4.8,0.2,2.8,,,0,0,0.1,,510
GIK16757-1,8.98,-16.947,North Atlantic,2,1.5,1.3,20.9,22.2,0,19.6,4.6,,0.1,,2.6,0,6.3,0,0.3,0.5,0,0,0,6.7,14.5,6.7,,0,0.4,1.3,0.1,0,0.1,2.5,,0,1.6,,7,3.1,,10.1,0,2.9,,,0,0,0,,542
GIK16410-1,8.92,-20.85,North Atlantic,1.7,0.1,0,29.9,29.9,0.1,32.8,0.1,,0.1,,4.9,0,3.7,0,0.5,0,0,0,0,2.2,9.8,2.2,,0,2.1,0.6,0,0.1,0.1,1,,0,0.4,,5.7,0.8,,6.5,0,3.2,,,0,0,0.1,,612
V27-175,8.80,-22.115,North Atlantic,0.4,0.6,3,20,23,0,17.2,16.8,,0.8,,4.5,1.4,1.8,1.4,0.8,0,0,0,0.2,6.1,11.7,6.1,,0,2.4,0.8,0,0.8,0.8,0,,0,0.2,,4.7,1.8,,6.5,0,2,,,0,0,0.6,,494
V22-26,8.72,-41.25,North Atlantic,1.3,0.3,13.2,31.6,44.8,0,15.7,9.1,,0,,4.4,1.6,0,0,0,3.4,0,0,0,0.3,4.1,0.3,,0,1.9,0.6,0,0,0,0.6,,0,1.3,,0.9,0.6,,1.6,0,9.1,,,0,0,0,,331
V20-235,8.47,-30.133,North Atlantic,0.8,1.4,0.2,3.4,3.6,0.4,4.2,2.4,,4.6,,1,0.2,0.4,0,1.2,0,0,0,0.2,0.4,23.1,0.4,,0,13.2,0.6,0,1,1,4.6,,0,0,,3.1,31.8,,35.5,0,1.2,,,0,0,0,,509
V09-31,8.23,-37.867,North Atlantic,0.5,0.5,5.9,36.6,42.5,0.3,23.4,9.4,,0,,6.7,0,0.3,0.5,0.3,1.1,0,0,0,0,3,0,,0,0.3,0,0,0.5,0.5,0.3,,0,0.3,,2.1,0,,2.2,0.3,7.8,,,0,0,0,,383
RC11-9,7.63,-48.083,North Atlantic,1.4,0.4,4.3,48,52.3,0,14.2,9.3,,0,,5.7,0.4,0,0.7,0,1.4,0,0,0,0,1.8,0,,0,1.8,0,0,0,0,0,,0,0.4,,2.8,0,,2.8,0,6.4,,,0,0,1,,281
GIK16768-1,7.63,-15.168,North Atlantic,0,0.7,12.3,40.9,53.2,0,14,5,,0,,1.4,0,1.1,0,0,0,0,0,0,0,7.6,0,,0,0,0.7,0,0,0,4.3,,0,0.4,,4.7,2.9,,7.6,0,3.6,,,0,0,0.5,,277
M30-183,7.55,-14.6,North Atlantic,3.1,0.2,9.4,19.2,28.6,0.9,23,7.5,,0,,3.1,1.4,4.7,0,0.2,2.8,0,0,0,0,5.6,0,,0,0.2,1.2,0,0,0,1.4,,0,0.2,,6.6,0.5,,7.1,0,8.7,,,0,0,0.2,,426
GeoB1046-2,7.34,-20.472,North Atlantic,2.5,0.4,1.8,26.3,28.1,1.2,19.2,10.9,,0,,10.1,0.5,4.9,0,0.6,0,0,0,0,1.2,8,1.2,,0,0.9,0.9,0.4,0,0.4,1.4,,0,1,,2.5,1.1,,3.6,0,4.2,,,0,0,0.1,,832
M30-209,6.97,-12.25,North Atlantic,1.8,0.8,14.7,24.5,39.2,1.3,14,3.3,,0,,5,0,9.9,0,0,2.2,0,0,0,0.5,5.5,0.5,,0,0.5,3.8,0,0.5,0.5,0.9,,0,0.3,,2.1,0,,2.1,0,8.2,,,0,0,0.2,,259
M30-208,6.93,-12.25,North Atlantic,2.4,0.3,14.5,23,37.5,1.3,15.6,0.6,,0.5,,4.3,0.3,9.4,0,0,1.3,0,0,0,0.3,6.4,0.3,,0,0.3,3.8,0,0,0,2.7,,0,0.8,,3.2,0,,3.2,0,8.6,,,0,0,0.6,,372
M30-230,6.90,-12.433,North Atlantic,1.9,0,20.7,17.5,38.2,1.6,19.1,3.5,,0,,3.5,1,3.5,0,0.6,1.9,0,0,0,0,6.8,0,,0,0,1.3,0,0,0,1,,0,1.3,,6.5,0,,6.5,1,8.1,,,0,0,0,,312
V26-50,6.27,-17.9,North Atlantic,1.9,1.5,0,1.9,1.9,0,4.6,7.6,,1.1,,0,0,0,0,2.7,0,0,0,0,0,34.2,0,,0,11,0.4,0,0,0,1.5,,0,0,,2.3,27.8,,30.4,0,1.1,,,0,0,0.1,,263
V26-51,6.03,-18.242,North Atlantic,2.5,0.3,0,10.3,10.3,0,20.7,23.5,,0,,2.2,0.3,0,0.6,1.3,0,0,0,0,1.3,15.7,1.3,,0,2.8,1.3,0,0.6,0.6,3.8,,0,0,,5.6,5.6,,11.2,0,0.3,,,0,0,1.3,,319
GeoB1512-2,5.90,-48.04,North Atlantic,1,0,0.9,51.4,52.3,0,12.6,6.7,,0,,7,1.6,1.2,0,0.5,0.9,0,0,0,0,2.5,0,,0,1.6,0,0,0,0,0,,0,1.2,,5.4,1.8,,7.2,0.3,3.6,,,0,0,0,,659
V26-52,5.84,-18.083,South Atlantic,4.1,2.2,0,0.9,0.9,0,6.3,5.4,,3.8,,0,1.3,0,0,1.6,0,0,0,0,0,28.1,0,,0,12.3,0,0,0,0,2.5,,0,0,,4.7,26.2,,30.9,0,0.3,,,0,0,0.3,,317
GIK13519-1,5.67,-19.852,South Atlantic,0.9,0.5,2.3,39.7,42,2.8,13.6,4.4,,0,,5,1.2,4.8,0.8,0.3,0.9,0,0,0,1.6,5.8,1.6,,0,0.5,1.4,0.1,0,0.1,0.4,,0,1.1,,2,0.5,,2.5,0.1,9.4,,,0,0,0,,610
GIK16430-2,5.62,-19.983,South Atlantic,2,0.7,0,30.8,30.8,0.8,40,0.1,,0,,3.1,0,1.4,0,0.3,0.2,0,0,0,1.1,9.5,1.1,,0,1.1,0.4,0,0.1,0.1,0.9,,0.3,0.1,,3.5,1.2,,4.7,0,2.4,,,0,0,0.1,,556
GIK16855-1,5.51,3.7778,South Atlantic,1.6,0,13.9,19.1,33,0,20.8,5.3,,0.4,,5.3,0.8,2.6,0,0,0,0,0,0,0,14.5,0,,0,1.1,0.8,0,0,0,1.6,,0,0.3,,8.6,0.2,,8.8,0,2.9,,,0,0,0.3,,438
GeoB1513-2,5.43,-46.927,North Atlantic,1.3,0.4,3.4,39.2,42.6,0.2,15.4,7.4,,0,,7.4,0.7,1,0,0,0,0,0,0,0,3.1,0,,0,1.8,0,0,0.1,0.1,0,,0,0.8,,8.3,2.2,,10.5,0.3,6.9,,,0,0,0.5,,773
GIK16457-1,5.39,-21.72,South Atlantic,2.3,0.4,2.3,32.5,34.8,0.7,20.5,13.7,,0,,4.4,0.8,2.6,0.1,0.3,0.6,0,0,0,1.3,3.7,1.3,,0,0.4,0.2,0.3,0.1,0.4,0.5,,0,0.5,,1.5,1.8,,3.3,0.1,8.2,,,0,0,0.4,,1094
GIK16846-1,5.36,1.2868,South Atlantic,2.2,0,19.9,34.1,54,0.3,3.5,1.6,,0,,4.6,0.8,6.2,0,0,0.5,0,0.5,0,0,12.1,0,,0,0.3,3.2,0,0,0,1.3,,0,0.8,,1.9,0.3,,2.2,0,5.9,,,0,0,0,,372
GIK16458-2,5.34,-22.053,South Atlantic,2.1,1.6,2,33.3,35.3,0.8,20,8.7,,0.1,,5,0.3,2.1,0,0.7,0.1,0,0,0,1.5,4.3,1.5,,0,0.5,0.1,0.2,0,0.2,0.5,,0,0.7,,1.6,2.9,,4.5,0.2,10.9,,,0,0,0,,1129
GeoB1508-1,5.33,-34.025,North Atlantic,1.2,0.5,4.3,40,44.3,0.4,19.1,9.7,,0,,4,0.3,1.1,0,0.2,0.2,0,0,0,0,3.9,0,,0,0.4,0.1,0,0.6,0.6,0.2,,0,1.9,,2.1,1.5,,3.6,0.4,8.3,,,0,0,0,,906
V20-234,5.32,-33.033,North Atlantic,0.6,0,5.4,27.7,33.1,1.1,18.9,6.8,,0.3,,6.2,0.3,0,0,0.3,3.1,0,0,0,1.4,3.4,1.4,,0,0.3,0,0,0.6,0.6,0.6,,0,1.4,,3.4,0.6,,4,0,13.8,,,0,0,3.8,,354
GIK16455-1,5.27,-22.865,South Atlantic,1.7,1.3,1.6,31.9,33.5,0.6,22.8,14.8,,0.1,,5,0.7,0.9,0,1.1,0.2,0,0,0,0.7,4,0.7,,0,1,0,0.1,0,0.1,0.7,,0,0.7,,2.7,2.3,,5,0,4.9,,,0,0,0.2,,1023
GeoB1514-4,5.14,-46.575,North Atlantic,0.6,0.4,3.7,43,46.7,0,14.6,6,,0.2,,6.2,0.5,2.3,0,0,0,0,0,0,0,2.9,0,,0,1.8,0,0,0,0,0.1,,0,0.8,,8.4,2.6,,11,0,5.9,,,0,0,0.2,,693
V27-178,5.10,-26.65,North Atlantic,0.9,0.2,4.1,38.4,42.5,0.4,23.4,15.1,,0,,3.9,0,0,0.4,0.4,0.2,0,0,0,0.2,3,0.2,,0,0,0,0,0.4,0.4,0.4,,0,0,,3.7,2,,5.7,0,1.8,,,0,0,1.1,,565
GeoB1509-2,5.04,-35.242,North Atlantic,1.5,0.5,2.1,39.2,41.3,0.5,20.4,11.7,,0.1,,4.1,1.2,1,7.5,0.8,0.8,0,0,0,0,3.5,0,,0,0.8,0,0,0.5,0.5,0.1,,0,0.5,,2.2,1,,3.2,0,0,,,0,0,0.1,,646
GeoB1518-1,5.00,-42.75,North Atlantic,0.8,0.1,2.8,37.3,40.1,0.9,18.4,8.5,,0.1,,7,1.7,2,0,0.6,0.6,0,0,0,0,2.7,0,,0,1.3,0,0,0.1,0.1,0,,0,0.6,,5.6,1.7,,7.2,0,7.3,,,0,0,0,,666
RC11-10,4.97,-45.967,North Atlantic,0.5,0.5,9.9,47.5,57.4,0,22.6,3.3,,0.3,,3.3,1,0.5,0,0.3,0,0,0,0,0.3,0.5,0.3,,0,1.5,0,0,0.3,0.3,0,,0,0,,3.3,1,,4.3,0,3.5,,,0,0,0,,394
GIK16856-1,4.80,3.408,South Atlantic,0.3,0,13.9,31.5,45.4,0,12,3.5,,0,,5,0,2.3,0,0,0,0,0,0,0,16.3,0,,0,0.8,2.6,0,0,0,1.8,,0,0,,6.9,1.8,,8.7,0,1.4,,,0,0,0,,492
GIK16453-2,4.73,-20.937,South Atlantic,2.1,1.6,3.9,30.3,34.2,0.8,22.4,9.9,,0.2,,4.3,0.2,1.8,0.1,0.6,0.5,0,0,0,1.3,4.8,1.3,,0,0.9,0.2,0.6,0.2,0.8,1.2,,0,0.5,,2.6,2.6,,5.2,0.1,6.1,,,0,0,0.5,,787
GeoB1510-1,4.73,-36.512,North Atlantic,1,0.3,2.1,35,37.1,0.3,26.7,11.6,,0.1,,6,0.3,0.9,0,0.3,0,0,0,0,0.3,2.8,0.3,,0,1.6,0,0,0.3,0.3,0,,0,0.3,,3.6,1.8,,5.4,0,4.7,,,0,0,0,,662
GeoB1519-2,4.70,-41.933,North Atlantic,1.4,0.2,3.1,43.2,46.3,0.6,17.7,9.5,,0.1,,5.7,0.8,1.2,0,0,0.7,0,0,0,0.1,2,0.1,,0,1.5,0,0,1,1,0.1,,0,0.6,,3.2,1.1,,4.3,0.1,6.1,,,0,0,0,,866
V22-188,4.67,-20.917,South Atlantic,3.1,0.8,5.5,30.3,35.8,0.3,16.9,8.9,,0,,4.2,2.5,0.6,1.4,0,1.4,0,0,0,2.5,4.2,2.5,,0,1.4,0.8,0,0.8,0.8,1.4,,0,1.1,,3.5,1.4,,5.3,0,6.7,,,0,0,0,,368
GeoB1520-1,4.59,-41.935,North Atlantic,1.1,0.3,4.1,42.4,46.5,0.3,18.5,8.8,,0.1,,6,0.7,1,0.1,0.1,0.9,0,0,0,0,3.3,0,,0,0.9,0,0,1,1,0.1,,0,0.1,,4,1.3,,5.3,0,5,,,0,0,0,,830
RC13-195,4.58,-10.05,South Atlantic,0.9,0,12,21.2,33.2,0.9,17.4,8.5,,0.6,,2.2,3.8,0.9,0,0,0.3,0,0,0,0,6,0,,0,1.3,4.1,0,0,0,1.6,,0,0.6,,6,0.9,,6.9,0,9.2,,,0,0,1.6,,316
RC13-197,4.52,-0.7167,South Atlantic,0,0,18.4,13.6,32,0.8,15.4,8.3,,0,,3,1,1.8,0.3,0,1.5,0,0,0,0,11.4,0,,0,0.3,11.1,0,0,0,3,,0,0.3,,5,0,,5.1,0,4.8,,,0,0,0,,402
GeoB1516-1,4.50,-43.337,North Atlantic,0,0.6,0.3,14.1,14.4,0,29,6.3,,0.6,,9.6,0,1.2,0,1.8,0,0,0,0,0.3,8.1,0.3,,0,7.5,0,0,0.9,0.9,0.3,,0,0,,3.6,15.3,,18.9,0,0.6,,,0,0,0,,334
GeoB1407-7,4.33,-10.253,South Atlantic,1.6,0.2,10.9,30.7,41.6,0.2,9.6,6.3,,0.6,,4,0,3.1,0,0.4,1.1,0,0,0,0.7,4.3,0.7,,0,2.5,1.2,0,0.1,0.1,0.5,,0,1.1,,7.1,1.6,,8.7,0,12.2,,,0,0,0,,827
GeoB1521-2,4.31,-41.828,North Atlantic,1.1,0.4,3.1,34.7,37.8,0.2,17.4,8.1,,0.1,,7,2.1,1.6,0,0.4,2.3,0,0,0,0,3.1,0,,0,1.7,0,0.2,0.7,0.9,0.2,,0,0.9,,2.7,2.2,,4.9,0.2,9.8,,,0,0,0,,786
GIK16780-1,4.30,-9.498,South Atlantic,0.9,3,9,32.2,41.2,0,22.4,5.7,,0.4,,4.4,0.4,2.6,0,0.4,0,0,0,0,0,4.2,0,,0,0.8,4,0,0,0,0.5,,0,0.5,,1.8,0.5,,2.3,0,6.2,,,0,0,0.3,,473
V18-21,4.23,-47.75,North Atlantic,0.3,0.5,3.4,48.3,51.7,0,14.8,6.6,,0.5,,3.7,0,0,0.3,0,0,0,0,0,0,2.6,0,,0,3.4,0,0,0,0,0,,0,0.3,,10.3,1.3,,11.6,0,2.9,,,0,0,0.8,,379
GIK16779-1,4.21,-9.637,South Atlantic,1.1,1.8,4.2,30.9,35.1,0,28.4,4.6,,0,,1.4,0,1.8,0,0,0,0,0,0,0,8.7,0,,0,2.1,3,0,0,0,0.7,,0,0,,3.9,2.5,,6.4,0,4.6,,,0,0,0.5,,330
GeoB1522-1,4.03,-41.683,North Atlantic,1.4,0.5,1.9,39.6,41.5,0.7,21.1,10.1,,0.3,,5.2,0.9,0.9,0,1,0.3,0,0,0,0,0.7,0,,0,0.9,0,0,0.2,0.2,0.2,,0,0.9,,5,1.2,,6.2,0.3,6.6,,,0,0,0.3,,659
GIK16777-1,3.93,-10.62,South Atlantic,0.6,2.1,3.6,24,27.6,0,23.1,7,,0.4,,2.7,0,2.7,0,0.3,0,0,0,0,0,10.9,0,,0,2.2,3.8,0,0,0,0.9,,0,0,,10.3,2.8,,13.1,0,2.4,,,0,0,0,,516
GeoB1523-2,3.82,-41.622,North Atlantic,1.1,0.4,3.5,36.4,39.9,0.3,20.8,7.1,,0.1,,6,1,1,0,0.3,1.2,0,0,0,0,1.7,0,,0,0.9,0,0,0.2,0.2,0,,0,1.7,,7.3,2.1,,9.4,0.1,6.8,,,0,0,0,,752
RC13-196,3.70,-7.7167,South Atlantic,1.2,0,10.1,21.5,31.6,1.2,23.3,6.4,,0,,2.8,0.9,0.3,0,0.6,2.1,0,0,0,0,6.8,0,,0,1.8,5.2,0.6,0,0.6,0.3,,0,0,,8,0,,8,0,6.8,,,0,0,0.1,,337
A180-070,3.65,-18.3,South Atlantic,0.3,0.5,0,2.6,2.6,0.3,5,3.9,,3.2,,1.3,0,0,0,1.1,0,0,0.3,0.3,0,15.3,0,,0,13.7,0,0,0,0,3.2,,0,0,,11.1,37.5,,48.6,0,0.5,,,0,0,0,,380
V19-298,3.65,-15.05,South Atlantic,1.7,0.7,0,2.3,2.3,0,1,2.7,,5,,1,0,0,0,0,0,0,0,0,0.3,24.5,0.3,,0,14.2,0.7,0,0,0,2.7,,0.3,0,,10.6,31.5,,42.1,0,0.3,,,0,0,0.5,,302
GeoB1511-6,3.18,-46.343,North Atlantic,1.2,1.9,3.2,19.8,23,0,15.7,12.8,,0.1,,10,1,0.6,0,0.1,0.3,0,0,0,0.1,6.1,0.1,,0,9.8,0,0,0.1,0.1,0,,0,0.1,,8.1,5.4,,13.5,0,3.6,,,0,0,0,,791
GIK16864-1,3.15,6.2848,South Atlantic,1.7,0,21.3,27.8,49.1,0,9.6,2.4,,0,,9,0,1.4,0,0,0,0,0,0,0,8,0,,0,0.5,3.3,0,0,0,2.8,,0,0,,5.4,1.2,,6.6,0,5.7,,,0,0,0,,286
V27-248,3.05,-11.815,South Atlantic,0,0.5,2.6,25.2,27.8,0,10.5,15.7,,0.5,,3.4,1,0.5,0.3,0,0,0,0,0,3.9,15,3.9,,0,4.7,1.8,0.3,0.5,0.8,2.1,,0,0.3,,5.2,3.9,,9.1,0,1.6,,,0,0,0.5,,381
GIK16432-2,3.02,-22.017,South Atlantic,1.1,0.5,0,30.1,30.1,0.5,34.2,0.1,,0.3,,5,0,2.3,0.2,0.2,0,0,0,0,0.2,6.1,0.2,,0,3,0.2,0,0.5,0.5,0.2,,0,0.2,,5.7,4.3,,10,0,5.1,,,0,0,0,,644
GeoB1503-2,2.68,-30.648,South Atlantic,0.9,0.7,3.8,24.8,28.6,0.5,23.3,8.6,,0.2,,6,0,0.7,0.3,0.5,1,0,0,0,0.5,6.3,0.5,,0,1.8,1.6,0,2,2,0.7,,0,0,,5,2.4,,7.4,0.1,8.4,,,0,0,0,,585
GIK16865-1,2.67,6.0548,South Atlantic,2,0,8.4,12.6,21,0,8.6,6.6,,0.9,,3,0,0.6,0,0,0,0,0,0,0,20,0,,0,2,4.9,0,3.5,3.5,3.6,,0,0.6,,17.9,0,,17.9,0,4.9,,,0,0,0,,462
GeoB1504-1,2.29,-31.287,South Atlantic,0.4,0.6,3.4,42.6,46,1.8,18.3,6.2,,0.1,,5.1,0,1.2,0,0.1,1.1,0,0,0,0,2.7,0,,0,1.5,0.1,0,0.1,0.1,0.1,,0,0.6,,7.2,1.2,,8.4,0,5.5,,,0,0,0.2,,847
GeoB1505-3,2.27,-33.007,South Atlantic,1.4,0.1,3.7,39.5,43.2,0.5,19.9,7,,0.1,,5,0.4,1.1,0.1,0.4,0.4,0,0,0,0,2.2,0,,0,1.6,0,0.1,0.2,0.3,0.4,,0,0.4,,6.8,1.9,,8.7,0.2,6.7,,,0,0,0,,829
